date,year,month,month_name,quarter,day,weekday_name,is_weekend,is_public_holiday,holiday_name,is_working_day,day_type
2025-12-15,2025,12,December,Q4,15,Monday,False,True,First Day of Hanukkah,False,Public Holiday
2025-12-16,2025,12,December,Q4,16,Tuesday,False,False,,True,Weekday
2025-12-17,2025,12,December,Q4,17,Wednesday,False,False,,True,Weekday
2025-12-18,2025,12,December,Q4,18,Thursday,False,False,,True,Weekday
2025-12-19,2025,12,December,Q4,19,Friday,False,False,,True,Weekday
2025-12-20,2025,12,December,Q4,20,Saturday,True,False,,False,Weekend
2025-12-21,2025,12,December,Q4,21,Sunday,True,True,December Solstice,False,Public Holiday
2025-12-22,2025,12,December,Q4,22,Monday,False,True,Last day of Hanukkah,False,Public Holiday
2025-12-23,2025,12,December,Q4,23,Tuesday,False,False,,True,Weekday
2025-12-24,2025,12,December,Q4,24,Wednesday,False,True,Christmas Eve,False,Public Holiday
2025-12-25,2025,12,December,Q4,25,Thursday,False,True,Christmas,False,Public Holiday
2025-12-26,2025,12,December,Q4,26,Friday,False,False,,True,Weekday
2025-12-27,2025,12,December,Q4,27,Saturday,True,False,,False,Weekend
2025-12-28,2025,12,December,Q4,28,Sunday,True,False,,False,Weekend
2025-12-29,2025,12,December,Q4,29,Monday,False,False,,True,Weekday
2025-12-30,2025,12,December,Q4,30,Tuesday,False,False,,True,Weekday
2025-12-31,2025,12,December,Q4,31,Wednesday,False,True,New Year's Eve,False,Public Holiday
2026-01-01,2026,1,January,Q1,1,Thursday,False,True,New Year's Day,False,Public Holiday
2026-01-02,2026,1,January,Q1,2,Friday,False,False,,True,Weekday
2026-01-03,2026,1,January,Q1,3,Saturday,True,True,Hazarat Ali's Birthday,False,Public Holiday
2026-01-04,2026,1,January,Q1,4,Sunday,True,False,,False,Weekend
2026-01-05,2026,1,January,Q1,5,Monday,False,False,,True,Weekday
2026-01-06,2026,1,January,Q1,6,Tuesday,False,False,,True,Weekday
2026-01-07,2026,1,January,Q1,7,Wednesday,False,False,,True,Weekday
2026-01-08,2026,1,January,Q1,8,Thursday,False,False,,True,Weekday
2026-01-09,2026,1,January,Q1,9,Friday,False,False,,True,Weekday
2026-01-10,2026,1,January,Q1,10,Saturday,True,False,,False,Weekend
2026-01-11,2026,1,January,Q1,11,Sunday,True,False,,False,Weekend
2026-01-12,2026,1,January,Q1,12,Monday,False,False,,True,Weekday
2026-01-13,2026,1,January,Q1,13,Tuesday,False,False,,True,Weekday
2026-01-14,2026,1,January,Q1,14,Wednesday,False,True,Makar Sankranti,False,Public Holiday
2026-01-15,2026,1,January,Q1,15,Thursday,False,False,,True,Weekday
2026-01-16,2026,1,January,Q1,16,Friday,False,False,,True,Weekday
2026-01-17,2026,1,January,Q1,17,Saturday,True,False,,False,Weekend
2026-01-18,2026,1,January,Q1,18,Sunday,True,False,,False,Weekend
2026-01-19,2026,1,January,Q1,19,Monday,False,False,,True,Weekday
2026-01-20,2026,1,January,Q1,20,Tuesday,False,False,,True,Weekday
2026-01-21,2026,1,January,Q1,21,Wednesday,False,False,,True,Weekday
2026-01-22,2026,1,January,Q1,22,Thursday,False,False,,True,Weekday
2026-01-23,2026,1,January,Q1,23,Friday,False,True,Vasant Panchami,False,Public Holiday
2026-01-24,2026,1,January,Q1,24,Saturday,True,False,,False,Weekend
2026-01-25,2026,1,January,Q1,25,Sunday,True,False,,False,Weekend
2026-01-26,2026,1,January,Q1,26,Monday,False,True,Republic Day,False,Public Holiday
2026-01-27,2026,1,January,Q1,27,Tuesday,False,False,,True,Weekday
2026-01-28,2026,1,January,Q1,28,Wednesday,False,False,,True,Weekday
2026-01-29,2026,1,January,Q1,29,Thursday,False,False,,True,Weekday
2026-01-30,2026,1,January,Q1,30,Friday,False,False,,True,Weekday
2026-01-31,2026,1,January,Q1,31,Saturday,True,False,,False,Weekend
2026-02-01,2026,2,February,Q1,1,Sunday,True,True,Guru Ravidas Jayanti,False,Public Holiday
2026-02-02,2026,2,February,Q1,2,Monday,False,False,,True,Weekday
2026-02-03,2026,2,February,Q1,3,Tuesday,False,False,,True,Weekday
2026-02-04,2026,2,February,Q1,4,Wednesday,False,False,,True,Weekday
2026-02-05,2026,2,February,Q1,5,Thursday,False,False,,True,Weekday
2026-02-06,2026,2,February,Q1,6,Friday,False,False,,True,Weekday
2026-02-07,2026,2,February,Q1,7,Saturday,True,False,,False,Weekend
2026-02-08,2026,2,February,Q1,8,Sunday,True,False,,False,Weekend
2026-02-09,2026,2,February,Q1,9,Monday,False,False,,True,Weekday
2026-02-10,2026,2,February,Q1,10,Tuesday,False,False,,True,Weekday
2026-02-11,2026,2,February,Q1,11,Wednesday,False,False,,True,Weekday
2026-02-12,2026,2,February,Q1,12,Thursday,False,True,Maharishi Dayanand Saraswati Jayanti,False,Public Holiday
2026-02-13,2026,2,February,Q1,13,Friday,False,False,,True,Weekday
2026-02-14,2026,2,February,Q1,14,Saturday,True,True,Valentine's Day,False,Public Holiday
2026-02-15,2026,2,February,Q1,15,Sunday,True,True,Maha Shivaratri,False,Public Holiday
2026-02-16,2026,2,February,Q1,16,Monday,False,False,,True,Weekday
2026-02-17,2026,2,February,Q1,17,Tuesday,False,True,Lunar New Year,False,Public Holiday
2026-02-18,2026,2,February,Q1,18,Wednesday,False,False,,True,Weekday
2026-02-19,2026,2,February,Q1,19,Thursday,False,True,Shivaji Jayanti,False,Public Holiday
2026-02-20,2026,2,February,Q1,20,Friday,False,False,,True,Weekday
2026-02-21,2026,2,February,Q1,21,Saturday,True,False,,False,Weekend
2026-02-22,2026,2,February,Q1,22,Sunday,True,False,,False,Weekend
2026-02-23,2026,2,February,Q1,23,Monday,False,False,,True,Weekday
2026-02-24,2026,2,February,Q1,24,Tuesday,False,False,,True,Weekday
2026-02-25,2026,2,February,Q1,25,Wednesday,False,False,,True,Weekday
2026-02-26,2026,2,February,Q1,26,Thursday,False,False,,True,Weekday
2026-02-27,2026,2,February,Q1,27,Friday,False,False,,True,Weekday
2026-02-28,2026,2,February,Q1,28,Saturday,True,False,,False,Weekend
2026-03-01,2026,3,March,Q1,1,Sunday,True,False,,False,Weekend
2026-03-02,2026,3,March,Q1,2,Monday,False,False,,True,Weekday
2026-03-03,2026,3,March,Q1,3,Tuesday,False,True,Holika Dahana,False,Public Holiday
2026-03-04,2026,3,March,Q1,4,Wednesday,False,True,Holi,False,Public Holiday
2026-03-05,2026,3,March,Q1,5,Thursday,False,False,,True,Weekday
2026-03-06,2026,3,March,Q1,6,Friday,False,False,,True,Weekday
2026-03-07,2026,3,March,Q1,7,Saturday,True,False,,False,Weekend
2026-03-08,2026,3,March,Q1,8,Sunday,True,False,,False,Weekend
2026-03-09,2026,3,March,Q1,9,Monday,False,False,,True,Weekday
2026-03-10,2026,3,March,Q1,10,Tuesday,False,False,,True,Weekday
2026-03-11,2026,3,March,Q1,11,Wednesday,False,False,,True,Weekday
2026-03-12,2026,3,March,Q1,12,Thursday,False,False,,True,Weekday
2026-03-13,2026,3,March,Q1,13,Friday,False,False,,True,Weekday
2026-03-14,2026,3,March,Q1,14,Saturday,True,False,,False,Weekend
2026-03-15,2026,3,March,Q1,15,Sunday,True,False,,False,Weekend
2026-03-16,2026,3,March,Q1,16,Monday,False,False,,True,Weekday
2026-03-17,2026,3,March,Q1,17,Tuesday,False,False,,True,Weekday
2026-03-18,2026,3,March,Q1,18,Wednesday,False,False,,True,Weekday
2026-03-19,2026,3,March,Q1,19,Thursday,False,True,Gudi Padwa,False,Public Holiday
2026-03-20,2026,3,March,Q1,20,Friday,False,True,March Equinox,False,Public Holiday
2026-03-21,2026,3,March,Q1,21,Saturday,True,True,Ramzan Id,False,Public Holiday
2026-03-22,2026,3,March,Q1,22,Sunday,True,False,,False,Weekend
2026-03-23,2026,3,March,Q1,23,Monday,False,False,,True,Weekday
2026-03-24,2026,3,March,Q1,24,Tuesday,False,False,,True,Weekday
2026-03-25,2026,3,March,Q1,25,Wednesday,False,False,,True,Weekday
2026-03-26,2026,3,March,Q1,26,Thursday,False,True,Rama Navami,False,Public Holiday
2026-03-27,2026,3,March,Q1,27,Friday,False,False,,True,Weekday
2026-03-28,2026,3,March,Q1,28,Saturday,True,False,,False,Weekend
2026-03-29,2026,3,March,Q1,29,Sunday,True,False,,False,Weekend
2026-03-30,2026,3,March,Q1,30,Monday,False,False,,True,Weekday
2026-03-31,2026,3,March,Q1,31,Tuesday,False,True,Mahavir Jayanti,False,Public Holiday
